id,name,price,stock
615,Premium Pet Cat Food 1kg,175.99,72
616,Roasted Coffee Espresso Beans,369.5,76
617,Sweet Tea Hibiscus Leaves,470.49,80
618,Light Snack Popcorn Bag,102.75,84
619,Special Drink Juice Box,180.99,88
620,Local Bakery Banana Bread,214.25,92
621,Roasted Coffee Cappuccino Sticks,651.0,36
622,Sweet Tea Jasmine Pearls,494.24,40
623,Light Snack Trail Mix,148.74,44
624,Special Drink Sports Drink,182.74,48
625,Local Bakery Cinnamon Roll,174.25,52
626,Fresh Dairy Greek Yogurt,241.24,56
627,Classic Pantry Soy Sauce 1L,205.0,60
628,Original Frozen Frozen Pizza,126.24,64
629,Salted Produce Garlic Bulb,79.0,68
630,Spicy Meat Lamb Chops,197.74,72
631,Deluxe Bath Mouthwash,160.74,76
632,Imported Clean Floor Wax,422.75,80
633,Natural Office Highlighter,71.0,84
634,Organic Tech Earphones,1569.25,88
635,Premium Pet Cat Food 1kg,179.24,92
636,Roasted Coffee Espresso Beans,372.75,96
637,Sweet Tea Hibiscus Leaves,473.74,1
638,Light Snack Popcorn Bag,106.0,5
639,Special Drink Juice Box,184.24,9
640,Local Bakery Banana Bread,217.5,13
641,Roasted Coffee Cappuccino Sticks,654.25,56
642,Sweet Tea Jasmine Pearls,497.49,60
643,Light Snack Trail Mix,151.99,64
644,Special Drink Sports Drink,185.99,68
645,Local Bakery Cinnamon Roll,177.5,72
646,Fresh Dairy Greek Yogurt,244.49,76
647,Classic Pantry Soy Sauce 1L,208.25,80
648,Original Frozen Frozen Pizza,129.49,84
649,Salted Produce Garlic Bulb,82.25,88
650,Spicy Meat Lamb Chops,200.99,92
651,Deluxe Bath Mouthwash,163.99,96
652,Imported Clean Floor Wax,426.0,1
653,Natural Office Highlighter,74.25,5
654,Organic Tech Earphones,1572.5,9
655,Premium Pet Cat Food 1kg,182.49,13
656,Roasted Coffee Espresso Beans,376.0,17
657,Sweet Tea Hibiscus Leaves,476.99,21
658,Light Snack Popcorn Bag,109.25,25
659,Special Drink Juice Box,187.49,29
660,Local Bakery Banana Bread,220.75,33
661,Roasted Coffee Cappuccino Sticks,657.5,76
662,Sweet Tea Jasmine Pearls,500.74,80
663,Light Snack Trail Mix,155.24,84
664,Special Drink Sports Drink,189.24,88
665,Local Bakery Cinnamon Roll,180.75,92
666,Fresh Dairy Greek Yogurt,247.74,96
667,Classic Pantry Soy Sauce 1L,211.5,1
668,Original Frozen Frozen Pizza,132.74,5
669,Salted Produce Garlic Bulb,85.5,9
670,Spicy Meat Lamb Chops,204.24,13
671,Deluxe Bath Mouthwash,167.24,17
672,Imported Clean Floor Wax,429.25,21
673,Natural Office Highlighter,77.5,25
674,Organic Tech Earphones,1575.75,29
675,Premium Pet Cat Food 1kg,185.74,33
676,Roasted Coffee Espresso Beans,379.25,37
677,Sweet Tea Hibiscus Leaves,480.24,41
678,Light Snack Popcorn Bag,112.5,45
679,Special Drink Juice Box,190.74,49
680,Local Bakery Banana Bread,224.0,53
681,Roasted Coffee Cappuccino Sticks,660.75,96
682,Sweet Tea Jasmine Pearls,503.99,1
683,Light Snack Trail Mix,158.49,5
684,Special Drink Sports Drink,192.49,9
685,Local Bakery Cinnamon Roll,184.0,13
686,Fresh Dairy Greek Yogurt,250.99,17
687,Classic Pantry Soy Sauce 1L,214.75,21
688,Original Frozen Frozen Pizza,135.99,25
689,Salted Produce Garlic Bulb,88.75,29
690,Spicy Meat Lamb Chops,207.49,33
691,Deluxe Bath Mouthwash,170.49,37
692,Imported Clean Floor Wax,432.5,41
693,Natural Office Highlighter,80.75,45
694,Organic Tech Earphones,1579.0,49
695,Premium Pet Cat Food 1kg,188.99,53
696,Roasted Coffee Espresso Beans,382.5,57
697,Sweet Tea Hibiscus Leaves,483.49,61
698,Light Snack Popcorn Bag,115.75,65
699,Special Drink Juice Box,193.99,69
700,Local Bakery Banana Bread,204.5,73
701,Roasted Coffee Cappuccino Sticks,641.25,17
702,Sweet Tea Jasmine Pearls,484.49,21
703,Light Snack Trail Mix,138.99,25
704,Special Drink Sports Drink,172.99,29
705,Local Bakery Cinnamon Roll,164.5,33
706,Fresh Dairy Greek Yogurt,231.49,37
707,Classic Pantry Soy Sauce 1L,195.25,41
708,Original Frozen Frozen Pizza,116.49,45
709,Salted Produce Garlic Bulb,69.25,49
710,Spicy Meat Lamb Chops,187.99,53
711,Deluxe Bath Mouthwash,150.99,57
712,Imported Clean Floor Wax,413.0,61
713,Natural Office Highlighter,61.25,65
714,Organic Tech Earphones,1559.5,69
715,Premium Pet Cat Food 1kg,169.49,73
716,Roasted Coffee Espresso Beans,363.0,77
717,Sweet Tea Hibiscus Leaves,463.99,81
718,Light Snack Popcorn Bag,96.25,85
719,Special Drink Juice Box,174.49,89
720,Local Bakery Banana Bread,207.75,93
721,Roasted Coffee Cappuccino Sticks,644.5,37
722,Sweet Tea Jasmine Pearls,487.74,41
723,Light Snack Trail Mix,142.24,45
724,Special Drink Sports Drink,176.24,49
725,Local Bakery Cinnamon Roll,167.75,53
726,Fresh Dairy Greek Yogurt,234.74,57
727,Classic Pantry Soy Sauce 1L,198.5,61
728,Original Frozen Frozen Pizza,119.74,65
729,Salted Produce Garlic Bulb,72.5,69
730,Spicy Meat Lamb Chops,191.24,73
731,Deluxe Bath Mouthwash,154.24,77
732,Imported Clean Floor Wax,416.25,81
733,Natural Office Highlighter,64.5,85
734,Organic Tech Earphones,1562.75,89
735,Premium Pet Cat Food 1kg,172.74,93
736,Roasted Coffee Espresso Beans,366.25,97
737,Sweet Tea Hibiscus Leaves,467.24,2
738,Light Snack Popcorn Bag,99.5,6
739,Special Drink Juice Box,177.74,10
740,Local Bakery Banana Bread,211.0,14
741,Roasted Coffee Cappuccino Sticks,647.75,57
742,Sweet Tea Jasmine Pearls,490.99,61
743,Light Snack Trail Mix,145.49,65
744,Special Drink Sports Drink,179.49,69
745,Local Bakery Cinnamon Roll,171.0,73
746,Fresh Dairy Greek Yogurt,237.99,77
747,Classic Pantry Soy Sauce 1L,201.75,81
748,Original Frozen Frozen Pizza,122.99,85
749,Salted Produce Garlic Bulb,75.75,89
750,Spicy Meat Lamb Chops,194.49,93
751,Deluxe Bath Mouthwash,157.49,97
752,Imported Clean Floor Wax,419.5,2
753,Natural Office Highlighter,67.75,6
754,Organic Tech Earphones,1566.0,10
755,Premium Pet Cat Food 1kg,175.99,14
756,Roasted Coffee Espresso Beans,369.5,18
757,Sweet Tea Hibiscus Leaves,470.49,22
758,Light Snack Popcorn Bag,102.75,26
759,Special Drink Juice Box,180.99,30
760,Local Bakery Banana Bread,214.25,34
761,Roasted Coffee Cappuccino Sticks,651.0,77
762,Sweet Tea Jasmine Pearls,494.24,81
763,Light Snack Trail Mix,148.74,85
764,Special Drink Sports Drink,182.74,89
765,Local Bakery Cinnamon Roll,174.25,93
766,Fresh Dairy Greek Yogurt,241.24,97
767,Classic Pantry Soy Sauce 1L,205.0,2
768,Original Frozen Frozen Pizza,126.24,6
769,Salted Produce Garlic Bulb,79.0,10
770,Spicy Meat Lamb Chops,197.74,14
771,Deluxe Bath Mouthwash,160.74,18
772,Imported Clean Floor Wax,422.75,22
773,Natural Office Highlighter,71.0,26
774,Organic Tech Earphones,1569.25,30
775,Premium Pet Cat Food 1kg,179.24,34
776,Roasted Coffee Espresso Beans,372.75,38
777,Sweet Tea Hibiscus Leaves,473.74,42
778,Light Snack Popcorn Bag,106.0,46
779,Special Drink Juice Box,184.24,50
780,Local Bakery Banana Bread,217.5,54
781,Roasted Coffee Cappuccino Sticks,654.25,97
782,Sweet Tea Jasmine Pearls,497.49,2
783,Light Snack Trail Mix,151.99,6
784,Special Drink Sports Drink,185.99,10
785,Local Bakery Cinnamon Roll,177.5,14
786,Fresh Dairy Greek Yogurt,244.49,18
787,Classic Pantry Soy Sauce 1L,208.25,22
788,Original Frozen Frozen Pizza,129.49,26
789,Salted Produce Garlic Bulb,82.25,30
790,Spicy Meat Lamb Chops,200.99,34
791,Deluxe Bath Mouthwash,163.99,38
792,Imported Clean Floor Wax,426.0,42
793,Natural Office Highlighter,74.25,46
794,Organic Tech Earphones,1572.5,50
795,Premium Pet Cat Food 1kg,182.49,54
796,Roasted Coffee Espresso Beans,376.0,58
797,Sweet Tea Hibiscus Leaves,476.99,62
798,Light Snack Popcorn Bag,109.25,66
799,Special Drink Juice Box,187.49,70
800,Local Bakery Banana Bread,220.75,74
801,Roasted Coffee Cappuccino Sticks,657.5,18
802,Sweet Tea Jasmine Pearls,500.74,22
803,Light Snack Trail Mix,155.24,26
804,Special Drink Sports Drink,189.24,30
805,Local Bakery Cinnamon Roll,180.75,34
806,Fresh Dairy Greek Yogurt,247.74,38
807,Classic Pantry Soy Sauce 1L,211.5,42
808,Original Frozen Frozen Pizza,132.74,46
809,Salted Produce Garlic Bulb,85.5,50
810,Spicy Meat Lamb Chops,204.24,54
811,Deluxe Bath Mouthwash,167.24,58
812,Imported Clean Floor Wax,429.25,62
813,Natural Office Highlighter,77.5,66
814,Organic Tech Earphones,1575.75,70
815,Premium Pet Cat Food 1kg,185.74,74
816,Roasted Coffee Espresso Beans,379.25,78
817,Sweet Tea Hibiscus Leaves,480.24,82
818,Light Snack Popcorn Bag,112.5,86
819,Special Drink Juice Box,190.74,90
820,Local Bakery Banana Bread,224.0,94
821,Roasted Coffee Cappuccino Sticks,660.75,38
822,Sweet Tea Jasmine Pearls,503.99,42
823,Light Snack Trail Mix,158.49,46
824,Special Drink Sports Drink,192.49,50
825,Local Bakery Cinnamon Roll,184.0,54
826,Fresh Dairy Greek Yogurt,250.99,58
827,Classic Pantry Soy Sauce 1L,214.75,62
828,Original Frozen Frozen Pizza,135.99,66
829,Salted Produce Garlic Bulb,88.75,70
830,Spicy Meat Lamb Chops,207.49,74
831,Deluxe Bath Mouthwash,170.49,78
832,Imported Clean Floor Wax,432.5,82
833,Natural Office Highlighter,80.75,86
834,Organic Tech Earphones,1579.0,90
835,Premium Pet Cat Food 1kg,188.99,94
836,Roasted Coffee Espresso Beans,382.5,98
837,Sweet Tea Hibiscus Leaves,483.49,3
838,Light Snack Popcorn Bag,115.75,7
839,Special Drink Juice Box,193.99,11
840,Local Bakery Banana Bread,204.5,15
841,Roasted Coffee Cappuccino Sticks,641.25,58
842,Sweet Tea Jasmine Pearls,484.49,62
843,Light Snack Trail Mix,138.99,66
844,Special Drink Sports Drink,172.99,70
845,Local Bakery Cinnamon Roll,164.5,74
846,Fresh Dairy Greek Yogurt,231.49,78
847,Classic Pantry Soy Sauce 1L,195.25,82
848,Original Frozen Frozen Pizza,116.49,86
849,Salted Produce Garlic Bulb,69.25,90
850,Spicy Meat Lamb Chops,187.99,94
851,Deluxe Bath Mouthwash,150.99,98
852,Imported Clean Floor Wax,413.0,3
853,Natural Office Highlighter,61.25,7
854,Organic Tech Earphones,1559.5,11
855,Premium Pet Cat Food 1kg,169.49,15
856,Roasted Coffee Espresso Beans,363.0,19
857,Sweet Tea Hibiscus Leaves,463.99,23
858,Light Snack Popcorn Bag,96.25,27
859,Special Drink Juice Box,174.49,31
860,Local Bakery Banana Bread,207.75,35
861,Roasted Coffee Cappuccino Sticks,644.5,78
862,Sweet Tea Jasmine Pearls,487.74,82
863,Light Snack Trail Mix,142.24,86
864,Special Drink Sports Drink,176.24,90
865,Local Bakery Cinnamon Roll,167.75,94
866,Fresh Dairy Greek Yogurt,234.74,98
867,Classic Pantry Soy Sauce 1L,198.5,3
868,Original Frozen Frozen Pizza,119.74,7
869,Salted Produce Garlic Bulb,72.5,11
870,Spicy Meat Lamb Chops,191.24,15
871,Deluxe Bath Mouthwash,154.24,19
872,Imported Clean Floor Wax,416.25,23
873,Natural Office Highlighter,64.5,27
874,Organic Tech Earphones,1562.75,31
875,Premium Pet Cat Food 1kg,172.74,35
876,Roasted Coffee Espresso Beans,366.25,39
877,Sweet Tea Hibiscus Leaves,467.24,43
878,Light Snack Popcorn Bag,99.5,47
879,Special Drink Juice Box,177.74,51
880,Local Bakery Banana Bread,211.0,55
881,Roasted Coffee Cappuccino Sticks,647.75,98
882,Sweet Tea Jasmine Pearls,490.99,3
883,Light Snack Trail Mix,145.49,7
884,Special Drink Sports Drink,179.49,11
885,Local Bakery Cinnamon Roll,171.0,15
886,Fresh Dairy Greek Yogurt,237.99,19
887,Classic Pantry Soy Sauce 1L,201.75,23
888,Original Frozen Frozen Pizza,122.99,27
889,Salted Produce Garlic Bulb,75.75,31
890,Spicy Meat Lamb Chops,194.49,35
891,Deluxe Bath Mouthwash,157.49,39
892,Imported Clean Floor Wax,419.5,43
893,Natural Office Highlighter,67.75,47
894,Organic Tech Earphones,1566.0,51
895,Premium Pet Cat Food 1kg,175.99,55
896,Roasted Coffee Espresso Beans,369.5,59
897,Sweet Tea Hibiscus Leaves,470.49,63
898,Light Snack Popcorn Bag,102.75,67
899,Special Drink Juice Box,180.99,71
900,Local Bakery Banana Bread,214.25,75
901,Roasted Coffee Cappuccino Sticks,651.0,19
902,Sweet Tea Jasmine Pearls,494.24,23
903,Light Snack Trail Mix,148.74,27
904,Special Drink Sports Drink,182.74,31
905,Local Bakery Cinnamon Roll,174.25,35
906,Fresh Dairy Greek Yogurt,241.24,39
907,Classic Pantry Soy Sauce 1L,205.0,43
908,Original Frozen Frozen Pizza,126.24,47
909,Salted Produce Garlic Bulb,79.0,51
910,Spicy Meat Lamb Chops,197.74,55
911,Deluxe Bath Mouthwash,160.74,59
912,Imported Clean Floor Wax,422.75,63
913,Natural Office Highlighter,71.0,67
914,Organic Tech Earphones,1569.25,71
915,Premium Pet Cat Food 1kg,179.24,75
916,Roasted Coffee Espresso Beans,372.75,79
917,Sweet Tea Hibiscus Leaves,473.74,83
918,Light Snack Popcorn Bag,106.0,87
919,Special Drink Juice Box,184.24,91
920,Local Bakery Banana Bread,217.5,95
921,Roasted Coffee Cappuccino Sticks,654.25,39
922,Sweet Tea Jasmine Pearls,497.49,43
923,Light Snack Trail Mix,151.99,47
924,Special Drink Sports Drink,185.99,51
925,Local Bakery Cinnamon Roll,177.5,55
926,Fresh Dairy Greek Yogurt,244.49,59
927,Classic Pantry Soy Sauce 1L,208.25,63
928,Original Frozen Frozen Pizza,129.49,67
929,Salted Produce Garlic Bulb,82.25,71
930,Spicy Meat Lamb Chops,200.99,75
931,Deluxe Bath Mouthwash,163.99,79
932,Imported Clean Floor Wax,426.0,83
933,Natural Office Highlighter,74.25,87
934,Organic Tech Earphones,1572.5,91
935,Premium Pet Cat Food 1kg,182.49,95
936,Roasted Coffee Espresso Beans,376.0,99
937,Sweet Tea Hibiscus Leaves,476.99,4
938,Light Snack Popcorn Bag,109.25,8
939,Special Drink Juice Box,187.49,12
940,Local Bakery Banana Bread,220.75,16
941,Roasted Coffee Cappuccino Sticks,657.5,59
942,Sweet Tea Jasmine Pearls,500.74,63
943,Light Snack Trail Mix,155.24,67
944,Special Drink Sports Drink,189.24,71
945,Local Bakery Cinnamon Roll,180.75,75
946,Fresh Dairy Greek Yogurt,247.74,79
947,Classic Pantry Soy Sauce 1L,211.5,83
948,Original Frozen Frozen Pizza,132.74,87
949,Salted Produce Garlic Bulb,85.5,91
950,Spicy Meat Lamb Chops,204.24,95
951,Deluxe Bath Mouthwash,167.24,99
952,Imported Clean Floor Wax,429.25,4
953,Natural Office Highlighter,77.5,8
954,Organic Tech Earphones,1575.75,12
955,Premium Pet Cat Food 1kg,185.74,16
956,Roasted Coffee Espresso Beans,379.25,20
957,Sweet Tea Hibiscus Leaves,480.24,24
958,Light Snack Popcorn Bag,112.5,28
959,Special Drink Juice Box,190.74,32
960,Local Bakery Banana Bread,224.0,36
961,Roasted Coffee Cappuccino Sticks,660.75,79
962,Sweet Tea Jasmine Pearls,503.99,83
963,Light Snack Trail Mix,158.49,87
964,Special Drink Sports Drink,192.49,91
965,Local Bakery Cinnamon Roll,184.0,95
966,Fresh Dairy Greek Yogurt,250.99,99
967,Classic Pantry Soy Sauce 1L,214.75,4
968,Original Frozen Frozen Pizza,135.99,8
969,Salted Produce Garlic Bulb,88.75,12
970,Spicy Meat Lamb Chops,207.49,16
971,Deluxe Bath Mouthwash,170.49,20
972,Imported Clean Floor Wax,432.5,24
973,Natural Office Highlighter,80.75,28
974,Organic Tech Earphones,1579.0,32
975,Premium Pet Cat Food 1kg,188.99,36
976,Roasted Coffee Espresso Beans,382.5,40
977,Sweet Tea Hibiscus Leaves,483.49,44
978,Light Snack Popcorn Bag,115.75,48
979,Special Drink Juice Box,193.99,52
980,Local Bakery Banana Bread,204.5,56
981,Roasted Coffee Cappuccino Sticks,641.25,99
982,Sweet Tea Jasmine Pearls,484.49,4
983,Light Snack Trail Mix,138.99,8
984,Special Drink Sports Drink,172.99,12
985,Local Bakery Cinnamon Roll,164.5,16
986,Fresh Dairy Greek Yogurt,231.49,20
987,Classic Pantry Soy Sauce 1L,195.25,24
988,Original Frozen Frozen Pizza,116.49,28
989,Salted Produce Garlic Bulb,69.25,32
990,Spicy Meat Lamb Chops,187.99,36
991,Deluxe Bath Mouthwash,150.99,40
992,Imported Clean Floor Wax,413.0,44
993,Natural Office Highlighter,61.25,48
994,Organic Tech Earphones,1559.5,52
995,Premium Pet Cat Food 1kg,169.49,56
996,Roasted Coffee Espresso Beans,363.0,60
997,Sweet Tea Hibiscus Leaves,463.99,64
998,Light Snack Popcorn Bag,96.25,68
999,Special Drink Juice Box,174.49,72
1000,Local Bakery Banana Bread,207.75,76
1001,Roasted Coffee Cappuccino Sticks,644.5,20
1002,Sweet Tea Jasmine Pearls,487.74,24
1003,Light Snack Trail Mix,142.24,28
1004,Special Drink Sports Drink,176.24,32
1005,Local Bakery Cinnamon Roll,167.75,36
1006,Fresh Dairy Greek Yogurt,234.74,40
1007,Classic Pantry Soy Sauce 1L,198.5,44
1008,Original Frozen Frozen Pizza,119.74,48
1009,Salted Produce Garlic Bulb,72.5,52
1010,Spicy Meat Lamb Chops,191.24,56
1011,Deluxe Bath Mouthwash,154.24,60
1012,Imported Clean Floor Wax,416.25,64
1013,Natural Office Highlighter,64.5,68
1014,Organic Tech Earphones,1562.75,72
1015,Premium Pet Cat Food 1kg,172.74,76
1016,Roasted Coffee Espresso Beans,366.25,80
1017,Sweet Tea Hibiscus Leaves,467.24,84
1018,Light Snack Popcorn Bag,99.5,88
1019,Special Drink Juice Box,177.74,92
1020,Local Bakery Banana Bread,211.0,96
1021,Roasted Coffee Cappuccino Sticks,647.75,40
1022,Sweet Tea Jasmine Pearls,490.99,44
1023,Light Snack Trail Mix,145.49,48
1024,Special Drink Sports Drink,179.49,52
1025,Local Bakery Cinnamon Roll,171.0,56
1026,Fresh Dairy Greek Yogurt,237.99,60
1027,Classic Pantry Soy Sauce 1L,201.75,64
1028,Original Frozen Frozen Pizza,122.99,68
1029,Salted Produce Garlic Bulb,75.75,72
1030,Spicy Meat Lamb Chops,194.49,76
1031,Deluxe Bath Mouthwash,157.49,80
1032,Imported Clean Floor Wax,419.5,84
1033,Natural Office Highlighter,67.75,88
1034,Organic Tech Earphones,1566.0,92
1035,Premium Pet Cat Food 1kg,175.99,96
1036,Roasted Coffee Espresso Beans,369.5,1
1037,Sweet Tea Hibiscus Leaves,470.49,5
1038,Light Snack Popcorn Bag,102.75,9
1039,Special Drink Juice Box,180.99,13
1040,Local Bakery Banana Bread,214.25,17
1041,Roasted Coffee Cappuccino Sticks,651.0,60
1042,Sweet Tea Jasmine Pearls,494.24,64
1043,Light Snack Trail Mix,148.74,68
1044,Special Drink Sports Drink,182.74,72
1045,Local Bakery Cinnamon Roll,174.25,76
1046,Fresh Dairy Greek Yogurt,241.24,80
1047,Classic Pantry Soy Sauce 1L,205.0,84
1048,Original Frozen Frozen Pizza,126.24,88
1049,Salted Produce Garlic Bulb,79.0,92
1050,Spicy Meat Lamb Chops,197.74,96
1051,Deluxe Bath Mouthwash,160.74,1
1052,Imported Clean Floor Wax,422.75,5
1053,Natural Office Highlighter,71.0,9
1054,Organic Tech Earphones,1569.25,13
1055,Premium Pet Cat Food 1kg,179.24,17
1056,Roasted Coffee Espresso Beans,372.75,21
1057,Sweet Tea Hibiscus Leaves,473.74,25
1058,Light Snack Popcorn Bag,106.0,29
1059,Special Drink Juice Box,184.24,33
1060,Local Bakery Banana Bread,217.5,37
1061,Roasted Coffee Cappuccino Sticks,654.25,80
1062,Sweet Tea Jasmine Pearls,497.49,84
1063,Light Snack Trail Mix,151.99,88
1064,Special Drink Sports Drink,185.99,92
1065,Local Bakery Cinnamon Roll,177.5,96
1066,Fresh Dairy Greek Yogurt,244.49,1
1067,Classic Pantry Soy Sauce 1L,208.25,5
1068,Original Frozen Frozen Pizza,129.49,9
1069,Salted Produce Garlic Bulb,82.25,13
1070,Spicy Meat Lamb Chops,200.99,17
1071,Deluxe Bath Mouthwash,163.99,21
1072,Imported Clean Floor Wax,426.0,25
1073,Natural Office Highlighter,74.25,29
1074,Organic Tech Earphones,1572.5,33
1075,Premium Pet Cat Food 1kg,182.49,37
1076,Roasted Coffee Espresso Beans,376.0,41
1077,Sweet Tea Hibiscus Leaves,476.99,45
1078,Light Snack Popcorn Bag,109.25,49
1079,Special Drink Juice Box,187.49,53
1080,Local Bakery Banana Bread,220.75,57
1081,Roasted Coffee Cappuccino Sticks,657.5,1
1082,Sweet Tea Jasmine Pearls,500.74,5
1083,Light Snack Trail Mix,155.24,9
1084,Special Drink Sports Drink,189.24,13
1085,Local Bakery Cinnamon Roll,180.75,17
1086,Fresh Dairy Greek Yogurt,247.74,21
1087,Classic Pantry Soy Sauce 1L,211.5,25
1088,Original Frozen Frozen Pizza,132.74,29
1089,Salted Produce Garlic Bulb,85.5,33
1090,Spicy Meat Lamb Chops,204.24,37
1091,Deluxe Bath Mouthwash,167.24,41
1092,Imported Clean Floor Wax,429.25,45
1093,Natural Office Highlighter,77.5,49
1094,Organic Tech Earphones,1575.75,53
1095,Premium Pet Cat Food 1kg,185.74,57
1096,Roasted Coffee Espresso Beans,379.25,61
1097,Sweet Tea Hibiscus Leaves,480.24,65
1098,Light Snack Popcorn Bag,112.5,69
1099,Special Drink Juice Box,190.74,73
1100,Local Bakery Banana Bread,224.0,77
1101,Roasted Coffee Cappuccino Sticks,660.75,21
1102,Sweet Tea Jasmine Pearls,503.99,25
1103,Light Snack Trail Mix,158.49,29
1104,Special Drink Sports Drink,192.49,33
1105,Local Bakery Cinnamon Roll,184.0,37
1106,Fresh Dairy Greek Yogurt,250.99,41
1107,Classic Pantry Soy Sauce 1L,214.75,45
1108,Original Frozen Frozen Pizza,135.99,49
1109,Salted Produce Garlic Bulb,88.75,53
1110,Spicy Meat Lamb Chops,207.49,57
1111,Deluxe Bath Mouthwash,170.49,61
1112,Imported Clean Floor Wax,432.5,65
1113,Natural Office Highlighter,80.75,69
1114,Organic Tech Earphones,1579.0,73
1115,Premium Pet Cat Food 1kg,188.99,77
1116,Roasted Coffee Espresso Beans,382.5,81
1117,Sweet Tea Hibiscus Leaves,483.49,85
1118,Light Snack Popcorn Bag,115.75,89
1119,Special Drink Juice Box,193.99,93
1120,Local Bakery Banana Bread,204.5,97
1121,Roasted Coffee Cappuccino Sticks,641.25,41
1122,Sweet Tea Jasmine Pearls,484.49,45
1123,Light Snack Trail Mix,138.99,49
1124,Special Drink Sports Drink,172.99,53
1125,Local Bakery Cinnamon Roll,164.5,57
1126,Fresh Dairy Greek Yogurt,231.49,61
1127,Classic Pantry Soy Sauce 1L,195.25,65
1128,Original Frozen Frozen Pizza,116.49,69
1129,Salted Produce Garlic Bulb,69.25,73
1130,Spicy Meat Lamb Chops,187.99,77
1131,Deluxe Bath Mouthwash,150.99,81
1132,Imported Clean Floor Wax,413.0,85
1133,Natural Office Highlighter,61.25,89
1134,Organic Tech Earphones,1559.5,93
1135,Premium Pet Cat Food 1kg,169.49,97
1136,Roasted Coffee Espresso Beans,363.0,2
1137,Sweet Tea Hibiscus Leaves,463.99,6
1138,Light Snack Popcorn Bag,96.25,10
1139,Special Drink Juice Box,174.49,14
1140,Local Bakery Banana Bread,207.75,18
